NatEmis,ProvinceCD,Province,Institution,Name,DoE_Status,LURITS_Status,Sector,Type_DoE,Type_DoE_2,Phase_DoE,TYPE_LURITS,Specialisation,OwnerLand,OwnerBuild,ExDept,PaypointNo,ComponentNo,Responsibility,ExamNo,ExamCentre,GIS_Long,GIS_Lat,GISSource,Latitude,Longitude,GISSource1,DRD_Code,DRD_DistanceMoved_Metres,MagDist_Code,Magisterial_District,DMunCode,DMunName,LMunCode,LMunName,Ward_ID,Ward,SP_Code,SP_Name,EIRegion,EIDistrict,EICircuit,TransDate,TransComm,AddrInit,Addressee,Street_No,Street,StreetType,StreetName,Township_Village,Suburb,Town_City,Postal_Code,StreetAddress,Box_P_Bag,Post_Office,Box_Bag_Postal_Code,PostalAddress,Telephone,cellno,Urban_Rural,Section21,Section21_Function,Quintile,Registration_Date,NoFeeSchool,Allocation,Dinaledi_Schools,Quids_Up_School,Snap_Learners_2007,Educator_Numbers_2007,Snap_Learners_2008,Educator_Numbers_2008,Snap_Learners_2009,Educator_Numbers_2009,Snap_Learners_2010,Educator_Numbers_2010,GradeR_Lrns_2010,Snap_Learners_2011,Educator_Numbers_2011,GradeR_Lrns_2011,Snap_Learners_2012,Educator_Numbers_2012,GradeR_Lrns_2012,Snap_Learners_2013,Educator_Numbers_2013,GradeR_Lrns_2013,BOARDING SCHOOL,FEMALE BOARDERS,MALE BOARDERS,TOTAL BOARDERS
445203987,4,FS,BONESANG EDUCARE CENTRE,BONESANG,OPEN,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,EARLY CHILDHOOD DEVELOPMENT CENTRE,ORDINARY SCHOOL,PUBLIC,PUBLIC,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,29.00717,-28.2944,FSED 2007,-28.2944,29.00717,FSED 2007,D,,279,HARRISMITH,DC19,THABO MOFUTSANYANE DISTRICT MUNICIPALITY,FS194,MALUTI A PHOFUNG LOCAL MUNICIPALITY,41904004,4,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,THABO MOFUTSANYANA,TO BE UPDATED,3/29/2012 3:37:03 PM,UNKNOWN,THE,MANAGER,1020,TSHIAME A,,1020 TSHIAME A,,TSIAME,HARRISMITH,9880,"1020 TSHIAME A,TSIAME,HARRISMITH,9880",1020 TSHIAME A,HARRISMITH,9880,"POST OFFICE,HARRISMITH,9880",0586351640,0827562851,Urban,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,
500493173,5,KZ,BONGINKOSI CRECHE,,OPEN,TO BE UPDATED,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,NEW EDUCATION DEPARTMENT,,,,,,,,,,,,,,,,,TO BE UPDATED,,TO BE UPDATED,,,,,ETHEKWINI,ILEMBE,TO BE UPDATED,,,,,,,,TO BE UPDATED,,,,,,,,,TO BE UPDATED,,,,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,
300071122,3,NC,BONITA PARK EDUCARE CENTRE,BONITA,OPEN,OPEN,PUBLIC,EARLY CHILDHOOD DEVLOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,PUBLIC,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,DC9,FRANCES BAARD DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,FRANCES BAARD,NOT APPLICABLE,,TO BE UPDATED,THE,MANAGER,,,,TO BE UPDATED,,,,,,P.O.BOX 972,HARTSWATER,8570,"P.O.BOX 972,HARTSWATER,8570",0534740018,0736069049,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,01/01/1900,,0,,,,,,,,,,,,145,4,85,,,,,,,,,,
700321976,7,GT,BOPHELONG CRECHE,BOPHELONG,OPEN,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVLOPMENT CENTRE,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,EARLY CHILDHOOD DEVELOPMENT CENTRE,NOT APPLICABLE,PRIVATE,PRIVATE,NEW EDUCATION DEPARTMENT,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,199,RANDFONTEIN,DC40,SOUTHERN DISTRICT MUNICIPALITY,NW405,MERAFONG CITY LOCAL MUNICIPALITY,TO BE UPDATED,99,78810002,RANDFONTEIN NU,NOT APPLICABLE,SEDIBENG WEST,NOT APPLICABLE,,TO BE UPDATED,N.E,MATHE,631,XUMAST,,IKETSETSENG STREET,BOIPATONG,SEBOKENG,VEREENIGING,1983,"631 XUMAST,VEREENIGING,1902",P.O.BOX 1273,BOPHELONG,1902,"P.O.BOX 1273,BOPHELONG,1902",0845329881,,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,,,,,,,,620,20,40,,,,,,,,,,
700700454,7,GT,BOPHELONG PLACE OF CARE (CRECHE),BOPHELONG PLACE OF CARE (CRECHE),OPEN,TO BE UPDATED,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,TO BE UPDATED,NOT APPLICABLE,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,,,,,NOT APPLICABLE,,,GDE2010,,,,,,,,,TO BE UPDATED,,TO BE UPDATED,,,,,NOT APPLICABLE,SEDIBENG WEST,NOT APPLICABLE,,,,,631,,,XUMA STEET,BOPHELONG,,VANDERBJLPARK,1911,,,,,TO BE UPDATED,0169860449,0169860449,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,13/01/2001,,,,,,,,,,,,,,,,,,,,,,,,,,
976606311,9,LP,BOREADI PRE SCHOOL,BOREADI,OPEN,TO BE UPDATED,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,GREATER SEKHUKHUNE,NGWAABE,,,THE,MANAGER,,GAMASHANGWAABE,VILLAGE,GAMASHANGWAABE VILLAGE,JANE FURSE,,,1058,"GAMASHANGWAABE VILLAGE,JANE FURSE,1058",,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,,,0,,,,,,,,,,,,270,12,40,,,,,,,,0,,
700700232,7,GT,BORN TO READ DAY CARE,BORN TO READ DAY CARE,OPEN,TO BE UPDATED,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,TO BE UPDATED,NOT APPLICABLE,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,,,,,NOT APPLICABLE,,,GDE2010,,,,,,,,,TO BE UPDATED,,TO BE UPDATED,,,,,NOT APPLICABLE,GAUTENG EAST,NOT APPLICABLE,,,,,15211,,,MHLOPHE PLACE,ETWATWA,BENONI,EKURHULENI,1519,,,,,TO BE UPDATED,,,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,
445503351,4,FS,BOROA PARADISE CRECHE,BOROA PARADISE,OPEN,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,EARLY CHILDHOOD DEVELOPMENT CENTRE,ORDINARY SCHOOL,PUBLIC,PUBLIC,TO BE UPDATED,TO BE UPDATED,820155,TO BE UPDATED,99,NOT APPLICABLE,27.0315,-29.19445,FSED 2007,-29.19445,27.0315,FSED 2007,D,,360,EXCELSIOR,DC17,MOTHEO DISTRICT MUNICIPALITY,FS173,MANTSOPA LOCAL MUNICIPALITY,41703001,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,MOTHEO,TO BE UPDATED,3/29/2012 3:37:03 PM,UNKNOWN,THE,MANAGER,2,MOROA PARADISE,,2 MOROA PARADISE,,BORWA,TWEESPRUIT,9770,"2 MOROA PARADISE,BORWA,TWEESPRUIT,9770",P.O.BOX 523,TWEESPRUIT,9770,"P.O.BOX 523,TWEESPRUIT,9770",,,Urban,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,
300075001,3,NC,BOSABOSELE PRE-SCHOOL,BOSABOSELE,OPEN,OPEN,PUBLIC,EARLY CHILDHOOD DEVLOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,PUBLIC,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,DC45,KGALAGADI DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,JOHN TAOLO GAETSEWA,NOT APPLICABLE,,TO BE UPDATED,THE,MANAGER,,,,TO BE UPDATED,,,,,,P.O.BOX 791,KURUMAN,8460,"P.O.BOX 791,KURUMAN,8460",,0768423908,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,01/01/1900,,0,,,,,,,,,,,,29,4,15,,,,,,,,,,
800035472,8,MP,BOSELE PRESCHOOL,BOSELE,OPEN,CLOSED,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,DC32,EHLANZENI DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,BOHLABELA,NOT APPLICABLE,SHATALE,,TO BE UPDATED,THE,MANAGER,,,,TO BE UPDATED,,,,,,,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,26/02/2008,,,,,,,,,,,,,,,,,,,,,,,,,,
500422836,5,KZ,BOTANIC PP,BOTANIC,OPEN,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,DC22,UMGUNGUNDLOVU DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,UMGUNGUNDLOVU,UMGUNGUNDLOVU,TO BE UPDATED,,TO BE UPDATED,THE,MANAGER,,,,TO BE UPDATED,,,,,,,,,TO BE UPDATED,0333443136,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,,,,,,,,,,,,,,,,,,,,,,,,,
445203896,4,FS,BOTLEHADI EDUCARE CENTRE,BOTLEHADI,OPEN,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,EARLY CHILDHOOD DEVELOPMENT CENTRE,ORDINARY SCHOOL,PUBLIC,PUBLIC,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,28.8844,-28.54607,FSED 2007,-28.54607,28.8844,FSED 2007,D,,333,WITSIESHOEK,DC19,THABO MOFUTSANYANE DISTRICT MUNICIPALITY,FS194,MALUTI A PHOFUNG LOCAL MUNICIPALITY,41904031,31,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,THABO MOFUTSANYANA,TO BE UPDATED,3/29/2012 3:37:03 PM,UNKNOWN,THE,MANAGER,478,MOLAPO,,478 MOLAPO,MALUTI A PHOFUNG RURAL,MALUTI A PHOFUNG RURAL,MALUTIAPHOFUNG,9866,"478 MOLAPO ,MALUTI A PHOFUNG RURAL,MALUTI A PHOFUNG RURAL,MALUTIAPHOFUNG,9866",P.O.BOX 5081,"PHUTHADITHJABA,PHUTHADITJHABA",9866,"P.O.BOX 5081,PHUTHADITHJABA,PHUTHADITJHABA,9866",0587111015,0836692616,Urban,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,
800001644,8,MP,BOTLHALE PRE PRIMARY SCHOOL,BOTLHALE,OPEN,OPEN,PUBLIC,EARLY CHILDHOOD DEVLOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY,PRIVATE,TO BE UPDATED,BOPHUTATSWANA(BOP),301302,301302,800001644,99,NOT APPLICABLE,28.5054,-25.14821,NEIMS 2007,-25.14821,28.5054,NEIMS 2007,D,,207,MORETELE,DC31,NKANGALA DISTRICT MUNICIPALITY,MP316,DR JS MOROKA LOCAL MUNICIPALITY,83106029,29,TO BE UPDATED,TO BE UPDATED,NKANGALA,NOT APPLICABLE,NOKANENG,,TO BE UPDATED,,MS MP SEALAHALA,,,,B 737 MOTSEMOTALE,,,PRETORIA,432,"PRETORIA,0432",PRIVATE BAG X 5002,PO BAMOKGOKO,0432,"PRIVATE BAG X 5002,PO BAMOKGOKO,0432",0725040114,0725044114,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01/05/1996,,,,,,,,,,,,,,108,6,,,,,,,,,,,
600105284,6,NW,BOTSHABELO ABET CENTRE,,OPEN,TO BE UPDATED,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,TO BE UPDATED,ABET,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,,,,,,,,TO BE UPDATED,,TO BE UPDATED,,,,,NGAKA MODIRI MOLEMA,LICHTENBURG,TO BE UPDATED,,,,,,,,1411 PRETORIUS STREET,BOIKHUTSO LICHTERNBURG,,,,1411 PRETORIUS STREETBOIKHUTSO LICHTERNBURG,,,,TO BE UPDATED,,0734451597,,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,
700700484,7,GT,BOTSHABELO CRECHE,BOTSHABELO CRECHE,OPEN,TO BE UPDATED,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,TO BE UPDATED,NOT APPLICABLE,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,,,,,NOT APPLICABLE,,,GDE2010,,,,,,,,,TO BE UPDATED,,TO BE UPDATED,,,,,NOT APPLICABLE,TSHWANE NORTH,NOT APPLICABLE,,,,,1778,,,BLOCK K.K,SOSHANGUVE,SOSHANGUVE,PRETORIA,152,,,,,TO BE UPDATED,,,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01/01/2013,,,,,,,,,,,,,,,,,,,,,,,,,,
700700485,7,GT,BOTSHELO DAY ACRE CENTRE,BOTSHELO DAY ACRE CENTRE,OPEN,TO BE UPDATED,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,TO BE UPDATED,NOT APPLICABLE,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,,,,,NOT APPLICABLE,,,GDE2010,,,,,,,,,TO BE UPDATED,,TO BE UPDATED,,,,,NOT APPLICABLE,TSHWANE NORTH,NOT APPLICABLE,,,,,1657,,,BLOCK X,SOSHANGUVE,SOSHANGUVE,PRETORIA,152,,,,,TO BE UPDATED,,,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01/01/2013,,,,,,,,,,,,,,,,,,,,,,,,,,
600102470,6,NW,BOTSWANG,BOTSWANG,OPEN,CLOSED,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,PUBLIC,BOPHUTATSWANA(BOP),961870,961870,TO BE UPDATED,99,NOT APPLICABLE,27.20421,-25.27981,NEIMS 2007,-25.27981,27.20421,NEIMS 2007,D,,92,MANKWE,DC37,BOJANALA DISTRICT MUNICIPALITY,NW375,MOSES KOTANE LOCAL MUNICIPALITY,63705013,13,69101000,NONE,BOJANALA,MOSES KOTANE EAST,MOSES KOTANE EAST D,,TO BE UPDATED,THE,MANAGER,,MABELE A PODI,,MABELE A PODI,,MABELE-A-PODI,MOSESKOTANE,2840,"MABELE A PODI,MABELE-A-PODI,MOSESKOTANE,2840",P.O.BOX 1571,ATAMELANG,0305,"P.O.BOX 1571,ATAMELANG,0305",,0726152518,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,,,,,,,,,,,,,,,,,,,,,,,,,
972201314,9,LP,BOUWLAST PRE-SCHOOL,BOUWLAST,OPEN,TO BE UPDATED,PUBLIC,EARLY CHILDHOOD DEVLOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,TO BE UPDATED,TO BE UPDATED,,,THE,MANAGER,,,,TO BE UPDATED,,,,,,,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,,,0,,,,,,,,,,,,25,2,,,,,,,,,,,
972201308,9,LP,BOUWLUST PRE-PRIMARY,BOUWLUST,OPEN,CLOSED,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,ECD,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,THE,MANAGER,,,,TO BE UPDATED,,,,,,,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,
500111925,5,KZ,BRACKENHAM PP,BRACKENHAM,OPEN,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,DC24,UMZINYATHI DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,ZULULAND,UTHUNGULU,TO BE UPDATED,,TO BE UPDATED,THE,MANAGER,,BRACKENHAM,,BRACKENHAM,,COMMUNITY,,3900,"BRACKENHAM,COMMUNITY,3900",P.O.BOX 493,RICHARDSBAY,3900,"P.O.BOX 493,RICHARDSBAY,3900",0357981678,0829567557,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,,,,,,,,,,,,,,,,,,,,,,,,,
445503419,4,FS,BRAKANJAN PRE-PRIMARY SCHOOL,BRAKANJAN,OPEN,CLOSED,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,NGWATHE LOCAL MUNICIPALITY,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,FEZILE DABI,TO BE UPDATED,3/29/2012 3:37:03 PM,UNKNOWN,AC,MULLER,,SYMOND,STREET,SYMONDSTRAAT,,,KROONSTAD,9500,"SYMOND STREET,KROONSTAD,9500",P.O.BOX 2497,,,"P.O.BOX 2497,",0562127576,0823851149,Urban,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,18/09/2008,,,,,,,,,,,,,,,,,,,,,,,,,,
800030536,8,MP,BREINTJIELAND KLEUTERSKOOL,BREINTJIELAND,OPEN,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVLOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY,PRIVATE,PRIVATE,NEW EDUCATION DEPARTMENT,TO BE UPDATED,TO BE UPDATED,800030536,99,NOT APPLICABLE,29.45727,-25.76164,NEIMS 2007,-25.76164,29.45727,NEIMS 2007,D,,121,MIDDELBURG,DC31,NKANGALA DISTRICT MUNICIPALITY,MP313,STEVE TSHWETE LOCAL MUNICIPALITY,83103016,16,TO BE UPDATED,TO BE UPDATED,NKANGALA,NOT APPLICABLE,MIDDELBURG 1,,TO BE UPDATED,C,DE BEER,,CORNER OLIVER THAMBO BEYERS NAUDE,STREET,C/O ORT AMBO AND BEYERS NAUDE,,,MIDDELBURG,1050,"CORNER OLIVER THAMBO BEYERS NAUDE STREET,MIDDELBURG,1050",PRIVATE BAG X 1866,MIDDELBURG,1050,"P.O.BOX 4455,MIDDELBURG,1050",0132432633,0833621345,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,27/05/2001,,,,,,,,,,,,,,1044,18,,,,,,,,,,,
500407629,5,KZ,BRIDGES PP,BRIDGES,OPEN,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,ETHEKWINI,PINETOWN,TO BE UPDATED,,TO BE UPDATED,THE,MANAGER,,,,TO BE UPDATED,,,,,,,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,,,,,,,,,,,,,,,,,,,,,,,,,
973306707,9,LP,BRIGHT MBHOKOTA PRE PRIMARY SCHOOL,BRIGHT MBHOKOTA  SCHOOL,OPEN,CLOSED,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,ECD,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,MAKHADO,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,THE,MANAGER,,MBHOKOTA,VILLAGE,MBHOKOTA VILLAGE,,,ELIM HOSPITAAL,0960,"MBHOKOTA VILLAGE,ELIM HOSPITAAL,0960",P.O.BOX  1616,ELIM  HOSPITAL,0960,"P.O.BOX  1616,ELIM  HOSPITAL,0960",,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,
975502222,9,LP,BRIGHT MBHOKOTA PRE PRIMARY SCHOOL,BRIGHT MBHOKOTA,OPEN,TO BE UPDATED,PUBLIC,EARLY CHILDHOOD DEVLOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,TO BE UPDATED,TO BE UPDATED,,,THE,MANAGER,,,,TO BE UPDATED,,,,,,,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,,,0,,,,,,,,,,,,280,8,,,,,,,,,,,
