NatEmis,EmisNo,ProvinceCD,Province,Institution,Name,LURITS_Name,DoE_Status,LURITS_Status,Sector,Type_DoE,Type_DoE_2,Phase_DoE,TYPE_LURITS,Specialisation,OwnerLand,OwnerBuild,ExDept,PaypointNo,ComponentNo,Responsibility,ExamNo,ExamCentre,GIS_Long,GIS_Lat,GISSource,GIS_InCorrect,GISSource1,Latitude,Longitude,GISSource2,DRD_Code,DRD_DistanceMoved_Metres,GIS_InCorrect1,LongDIFF,LatDIFF,LongDIFFYN,LatDIFFYN,MagDist_Code,Magisterial_District,DMunCode,DMunName,LMunCode,LMunName,Ward_ID,Ward,SP_Code,SP_Name,EIRegion,EIDistrict,EICircuit,CloseDate1,CloseReason1,CloseDate2,CloseReason2,TransDate,TransComm,AddrInit,Addressee,Street_No,Street,StreetType,StreetName,Township_Village,Suburb,Town_City,Postal_Code,StreetAddress,Box_P_Bag,Post_Office,Box_Bag_Postal_Code,PostalAddress,Telephone,cellno,Urban_Rural,Section21,Section21_Function,Quintile,NAS,NodalArea,NAT,Registration_Date,NoFeeSchool,Allocation,Dinaledi_Schools,Quids_Up_School,MLComment1,MLComment2,Demarcation_From,Demarcation_To,OldNATEMIS,NewNATEMIS,Verified_by_PEDs,Verfication_Comment,Verification_Date,DEM_Comment,NEIMSEMISN,DEM_CHKS,DEMCOM,GIS_ERROR,Snap_Learners_2007,Educator_Numbers_2007,Snap_Learners_2008,Educator_Numbers_2008,Snap_Learners_2009,Educator_Numbers_2009,Snap_Learners_2010,Educator_Numbers_2010,GradeR_Lrns_2010,Snap_Learners_2011,Educator_Numbers_2011,GradeR_Lrns_2011,Snap_Learners_2012,Educator_Numbers_2012,GradeR_Lrns_2012,Snap_Learners_2013,Educator_Numbers_2013,GradeR_Lrns_2013,MAIN_SATELITE,MAIN_NATEMIS,MAIN_INSTITUTION,BOARDING SCHOOL,FEMALE BOARDERS,MALE BOARDERS,TOTAL BOARDERS,ECD_SOCIALDEVELOPMEN_NO,Status_2007,Status_2008,Status_2009,Status_2010,Status_2011,Status_2012,Status_2013
500188145,188145,5,KZ,LUCAS MEYER PRIMARY SCHOOL,LUCAS MEYER,LUCAS MEYER P,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,PRIMARY SCHOOL,ORDINARY SCHOOL,PRIMARY SUBJECTS,PUBLIC,PUBLIC,HOUSE OF DELEGATES(HOD),TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,30.799917,-27.7695,NEIMS 2007,99,DRD 2012,-27.7697798724,30.7989246362,,M,102,,0,0,0,0,127,VRYHEID,DC26,ZULULAND DISTRICT MUNICIPALITY,KZN263,ABAQULUSI LOCAL MUNICIPALITY,52603008,8,52913000,NONE,ZULULAND,ZULULAND,FILIDI,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,J.P,COETZEE,93,EAST,STREET,EASTSTREET,,VRYHEID EAST,VRYHEID,3100,"93 EAST STREET,VRYHEID EAST,VRYHEID,3100",P.O.BOX 99,VRYHEID,3100,"P.O.BOX 99,VRYHEID,3100",0349815006,,RURAL,NO,NONE,TO BE UPDATED,Y,ZULULAND,RURAL,01/01/1900,,,,0,NOT MOVED,TO BE UPDATED,KZ,KZ,500188145,500188145,TO BE UPDATED,TO BE UPDATED,01/01/1900,NOT MOVED,KZ188145,0,TO BE UPDATED,TO BE UPDATED,552,24,549,25,543,25,555,26,,564,28,,549,29,,565,29,43,,,,,47,19,66,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
500193917,193917,5,KZ,MAJWABU PRIMARY SCHOOL,MAJWABU,MAJWABU P,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,PRIMARY SCHOOL,ORDINARY SCHOOL,PRIMARY SUBJECTS,PUBLIC,PUBLIC,KWAZULU NATAL EDUCATION DEPARTMENT,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,30.14427,-29.79544,NEIMS 2007,99,DRD 2012,-29.7935851759,30.1453409603,,M,231,,0,0,0,0,142,RICHMOND(N),DC22,UMGUNGUNDLOVU DISTRICT MUNICIPALITY,KZN227,RICHMOND LOCAL MUNICIPALITY,52207003,3,51302002,RICHMOND NU,UMGUNGUNDLOVU,UMGUNGUNDLOVU,RICHMOND,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,B.J.E,ZABELE,,HELLA HELLA VALLEY,,HELLA HELLA VALLEY,,,RICHMOND,3780,"HELLA HELLA VALLEY,RICHMOND,3780",P.O.BOX 532,RICHMOND,3780,"P.O.BOX 532,RICHMOND,3780",0720880324,0720880324,RURAL,NO,NONE,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,,,1,NOT MOVED,TO BE UPDATED,KZ,KZ,500193917,500193917,TO BE UPDATED,TO BE UPDATED,01/01/1900,NOT MOVED,KZ193917,0,TO BE UPDATED,TO BE UPDATED,,,28,2,29,3,34,2,,21,2,,22,3,,17,2,2,,,,,5,5,10,,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
500194546,194546,5,KZ,MAKHEDAMA H,MAKHEDAMA,MAKHEDAMA H,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SECONDARY SCHOOL,ORDINARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,KWAZULU NATAL EDUCATION DEPARTMENT,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,5212411,MAKHEDAMA HIGH SCHOOL,30.89609,-28.81542,NEIMS 2007,99,DRD 2012,-28.8155872914,30.8957619301,,M,37,,0,0,0,0,222,NKANDLA,DC24,UMZINYATHI DISTRICT MUNICIPALITY,KZN245,UMVOTI LOCAL MUNICIPALITY,52405011,11,52301014,VUKAPHANSI,UKHAHLAMBA,UMZINYATHI,KRANSKOP NORTH,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,FN,MASIKANE,,NEAR VUKAPHANSI,,NEAR VUKAPHANSI,,VUKAPHANSI,KRANSKOP,3268,"NEAR VUKAPHANSI,VUKAPHANSI,KRANSKOP,3268",P.O.BOX 186,KRANSKOP,3268,"P.O.BOX 186,KRANSKOP,3268",0334440499,0847167328,RURAL,NO,NONE,TO BE UPDATED,Y,UMZINYATHI,RURAL,01/01/1900,,,,,NOT MOVED,TO BE UPDATED,KZ,KZ,500194546,500194546,TO BE UPDATED,TO BE UPDATED,01/01/1900,NOT MOVED,KZ194546,0,TO BE UPDATED,TO BE UPDATED,607,19,587,18,519,19,570,18,,562,18,,569,15,,570,17,,,,,,,261,261,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
500195175,195175,5,KZ,MALEZULU PRIMARY SCHOOL,MALEZULU,MALEZULU P,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,SPECIAL NEEDS EDUCATION CENTRE,PRIMARY SCHOOL,ORDINARY SCHOOL,INTELLECTUAL DISABILITY,PUBLIC,PUBLIC,KWAZULU NATAL EDUCATION DEPARTMENT,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,30.147483,-30.3726,NEIMS 2007,99,NEIMS 2007,-30.3726,30.147483,,D,,,0,0,0,0,143,IXOPO,DC43,SISONKE DISTRICT MUNICIPALITY,KZN434,UBUHLEBEZWE LOCAL MUNICIPALITY,54305010,10,55109004,MHLABATSHANE,UMGUNGUNDLOVU,SISONKE,JAMANGWENI,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,MR. S .A,DUMA,,MHLABASHANE PLACE,,PSTFAITHSROADS,KWAMZAMO FARM,,HIGHFLATS,3306,"MHLABASHANE PLACE ,KWAMZAMO FARM,HIGHFLATS,3306",P.O.BOX 377,HIGHFLATS,3306,"P.O.BOX 377,HIGHFLATS,3306",0398357151,0824867806,RURAL,NO,NONE,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,,,,NOT MOVED,TO BE UPDATED,KZ,KZ,500195175,500195175,TO BE UPDATED,TO BE UPDATED,01/01/1900,NOT MOVED,KZ195175,0,TO BE UPDATED,TO BE UPDATED,578,18,495,14,560,31,674,25,,768,25,,850,25,,796,32,75,,,,,26,50,76,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
500305398,305398,5,KZ,MARION H,MARION,MARION H,OPEN,OPEN,INDEPENDENT,ORDINARY SCHOOL,TO BE UPDATED,SECONDARY SCHOOL,ORDINARY SCHOOL,ORDINARY SCHOOL,TO BE UPDATED,TO BE UPDATED,NEW EDUCATION DEPARTMENT,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,5311312,MARION H,30.39189,-29.594969,GEOCODE 2010 GOOGLE EARTH,99,DRD 2012,-29.5952733707,30.3920798877,,M,39,,,,,,TO BE UPDA,TO BE UPDATED,DC22,UMGUNGUNDLOVU DISTRICT MUNICIPALITY,KZN227,RICHMOND LOCAL MUNICIPALITY,52205033,33,TO BE UPDATED,TO BE UPDATED,UMGUNGUNDLOVU,UMGUNGUNDLOVU,PIETERMARITZBURG CENTRAL,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,THE,MANAGER,532,LOOP,STREET,532 LOOP STREET,,PIETRMARITZBURG,PIETERMARITZBURG,3680,"532 LOOP STREET,,PIETRMARITZBURG,PIETERMARITZBURG,3202",P.O.BOX 209,CATO RIDGE,3680,"P.O.BOX 209,CATO RIDGE,3680",0333459424,0837777799,TO BE UPDATED,NO,NONE,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,,,0,NOT MOVED,TO BE UPDATED,KZ,KZ,500305398,500305398,TO BE UPDATED,TO BE UPDATED,01/01/1900,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,636,31,539,25,647,29,590,29,,427,28,,361,25,,432,19,8,,,,,64,21,85,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
500199800,199800,5,KZ,MARITZBURG COLLEGE,MARITZBURG,MARITZBURG COLLEGE,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SECONDARY SCHOOL,ORDINARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,5311313,MARITZBURG COLLEGE,30.37673,-29.61218,NEIMS 2007,99,DRD 2012,-29.6110277736,30.3761579409,,M,140,,0,0,0,0,226,PIETERMARITZBURG,DC22,UMGUNGUNDLOVU DISTRICT MUNICIPALITY,KZN225,THE MSUNDUZI LOCAL MUNICIPALITY,52205027,27,51109038,PELHAM NORTH,UMGUNGUNDLOVU,UMGUNGUNDLOVU,PIETERMARITZBURG CENTRAL,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,MR .R. J,JURY,54,COLLEGE,ROAD,COLLEGEROAD,,PELHAM,PIETERMARITZBURG,3200,"54 COLLEGE ROAD,PELHAM,PIETERMARITZBURG,3200",P.O.BOX 398,PIETERMARITZBURG,3200,"P.O.BOX 398,PIETERMARITZBURG,3200",0333429376,,URBAN,NO,NONE,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,,,,NOT MOVED,TO BE UPDATED,KZ,KZ,500199800,500199800,TO BE UPDATED,TO BE UPDATED,01/01/1900,NOT MOVED,KZ199800,0,TO BE UPDATED,TO BE UPDATED,1148,69,1158,66,1131,70,1150,72,,1176,74,,1197,77,,1202,76,,,,,,,34,34,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
500200836,200836,5,KZ,MASIBUMBANE H,MASIBUMBANE,MASIBUMBANE H,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SECONDARY SCHOOL,ORDINARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,KWAZULU NATAL EDUCATION DEPARTMENT,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,5112221,MASIBUMBANE HIGH SCHOOL,31.4171,-28.341367,NEIMS 2007,99,DRD 2012,-28.3420924928,31.4167835994,,M,86,,0,0,0,0,220,MAHLABATINI,DC26,ZULULAND DISTRICT MUNICIPALITY,KZN266,ULUNDI LOCAL MUNICIPALITY,52606018,18,53111004,ULUNDI,ZULULAND,ZULULAND,ONDINI,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,THE,MANAGER,A335,UMFOLOZI,STREET,AUMFOLOZISTREET,,,ULUNDI,3838,"A335 UMFOLOZI STREET,ULUNDI,3838",P.O.BOX 19,ULUNDI,3838,"P.O.BOX 19,ULUNDI,3838",0358791239,0834994364,RURAL,NO,NONE,TO BE UPDATED,Y,ZULULAND,RURAL,01/01/1900,,,1,,NOT MOVED,TO BE UPDATED,KZ,KZ,500200836,500200836,TO BE UPDATED,TO BE UPDATED,01/01/1900,NOT MOVED,KZ200836,0,TO BE UPDATED,TO BE UPDATED,1042,40,1033,35,975,41,1035,33,,1097,38,,1117,40,,1099,41,,,,,,194,152,346,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
500201946,201946,5,KZ,MATHUNJWA S,MATHUNJWA,MATHUNJWA S,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SECONDARY SCHOOL,ORDINARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,5112131,MATHUNJWA HIGH SCHOOL,31.42573,-27.78222,NEIMS 2007,99,NEIMS 2007,-27.78222,31.42573,,O,0,,0,0,0,0,128,NGOTSHE,DC26,ZULULAND DISTRICT MUNICIPALITY,KZN263,ABAQULUSI LOCAL MUNICIPALITY,52603002,2,52909001,EHLOMAHLOMA,ZULULAND,ZULULAND,NGOTSHE,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,MR .M .V,MBATHA,,MOUNTAIN,FARM,MOUNTAIN FARM,,NGOME,VRYHEID,3100,"MOUNTAIN FARM,NGOME,VRYHEID,3100",P.O.BOX 1021,VRYHEID,3100,"P.O.BOX 1021,VRYHEID,3100",0349671800,,RURAL,NO,NONE,TO BE UPDATED,Y,ZULULAND,RURAL,01/01/1900,,,,1,NOT MOVED,TO BE UPDATED,KZ,KZ,500201946,500201946,TO BE UPDATED,TO BE UPDATED,01/01/1900,NOT MOVED,KZ201946,0,TO BE UPDATED,TO BE UPDATED,820,24,715,19,921,28,938,27,,995,28,,950,30,,950,34,,,,,,13,4,17,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
500205128,205128,5,KZ,MBUSI H,MBUSI,MBUSI H,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SECONDARY SCHOOL,ORDINARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,KWAZULU NATAL EDUCATION DEPARTMENT,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,5312222,MBUSI HIGH SCHOOL,29.9942,-30.72749,NEIMS 2007,99,NEIMS 2007,-30.72749,29.9942,,O,0,,0,0,0,0,146,EZINGOLWENI,DC21,UGU DISTRICT MUNICIPALITY,KZN214,UMUZIWABANTU LOCAL MUNICIPALITY,52104005,5,50405009,MJAJA,UMGUNGUNDLOVU,UGU,PISGAH,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,L .G,MAKHUNZE,,CONEMARA STORE,,CONEMARA STORE,,NQABENI,HARDING,4682,"CONEMARA STORE,NQABENI,HARDING,4682",PRIVATE BAG X120,NQABENI,4680,"PRIVATE BAG X120,NQABENI,4680",0395430367,0737690530,RURAL,YES,ABD,2,Y,UGU,RURAL,01/01/1900,YES,,0,,NOT MOVED,TO BE UPDATED,KZ,KZ,500205128,500205128,TO BE UPDATED,TO BE UPDATED,01/01/1900,NOT MOVED,KZ205128,0,TO BE UPDATED,TO BE UPDATED,918,33,964,29,948,33,820,31,,801,31,,813,39,,836,27,,,,,,195,41,236,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
500210826,210826,5,KZ,MICHAELHOUSE,MICHAELHOUSE,MICHAELHOUSE,OPEN,OPEN,INDEPENDENT,ORDINARY SCHOOL,TO BE UPDATED,SECONDARY SCHOOL,ORDINARY SCHOOL,ORDINARY SCHOOL,TO BE UPDATED,TO BE UPDATED,KWAZULU NATAL EDUCATION DEPARTMENT,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,30.04833,-29.399,GEOCODE 2010 GOOGLE EARTH,99,DRD 2012,-29.3992769472,30.0472381196,,M,110,,,,,,288,LIONS RIVER,DC22,UMGUNGUNDLOVU DISTRICT MUNICIPALITY,KZN222,UMNGENI LOCAL MUNICIPALITY,52202003,3,50813002,LIONS RIVER NU,UMGUNGUNDLOVU,UMGUNGUNDLOVU,LIONS RIVER,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,THE,MANAGER,103,,ROAD,103  ROAD,UMNGENI RURAL,,UMNGENI,3245,"103  ROAD,UMNGENI RURAL,UMNGENI,3245",POST OFFICE BALGOWAN,BALGOWAN,3275,"POST OFFICE,BALGOWAN,3275",0332341000,,RURAL,NO,NONE,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,,,0,NOT MOVED,TO BE UPDATED,KZ,KZ,500210826,500210826,TO BE UPDATED,TO BE UPDATED,01/01/1900,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,549,56,,,552,79,555,73,,555,76,,553,62,,559,64,,,,,,,552,552,,OPEN,,OPEN,OPEN,OPEN,OPEN,OPEN
500220335,220335,5,KZ,MTWALUME H,MTWALUME,MTWALUME H,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SECONDARY SCHOOL,ORDINARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,KWAZULU NATAL EDUCATION DEPARTMENT,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,5312129,MTHWALUME HIGH SCHOOL,30.32175,-30.269717,NEIMS 2007,99,NEIMS 2007,-30.269717,30.32175,,U,0,,0,0,0,0,143,IXOPO,DC43,SISONKE DISTRICT MUNICIPALITY,KZN434,UBUHLEBEZWE LOCAL MUNICIPALITY,54305005,5,55110001,IXOPO NU,UMGUNGUNDLOVU,UGU,MTHWALUME,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,MRS.C.N,ZAMISA,,MTWALUME,MISSION,MTWALUME MISSION,,,PORT SHEPSTONE,4200,"MTWALUME MISSION,PORT SHEPSTONE,4200",PRIVATE BAG X534,UMZINTO,4200,"PRIVATE BAG X534,UMZINTO,4200",0399779105,0828502529,RURAL,YES,ABCD,1,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,YES,,1,1,NOT MOVED,TO BE UPDATED,KZ,KZ,500220335,500220335,TO BE UPDATED,TO BE UPDATED,01/01/1900,NOT MOVED,KZ220335,0,TO BE UPDATED,TO BE UPDATED,1152,34,1231,22,1265,34,1284,38,,1206,42,,1185,42,,1239,42,,,,,,292,,292,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
500220261,220261,5,KZ,MTWALUME PRIMARY SCHOOL,MTWALUME,MTWALUME P,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,PRIMARY SCHOOL,ORDINARY SCHOOL,PRIMARY SUBJECTS,PUBLIC,PUBLIC,HOUSE OF REPRESENTATIVES(HOR),TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,30.60511,-30.46388,NEIMS 2007,99,NEIMS 2007,-30.46388,30.60511,,O,0,,0,0,0,0,36,EMZUMBE,DC21,UGU DISTRICT MUNICIPALITY,KZN212,UMDONI LOCAL MUNICIPALITY,52102007,7,50214001,UMZINTO AH,UMGUNGUNDLOVU,UGU,UMDONI,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,P,NIEMACK,560,COMPTONDALE OLD MAIN,FARM,COMPTONDALEFARMOLDMAINROADD,,MTWALUME,SCOTTBURGH,4186,"560 COMPTONDALE OLD MAIN FARM,MTWALUME,SCOTTBURGH,4186",P.O.BOX 67,MTHWALUME,4186,"P.O.BOX 67,MTHWALUME,4186",0399778848,0828784220,RURAL,YES,ABCD,3,Y,UGU,RURAL,01/01/1900,YES,,0,,NOT MOVED,TO BE UPDATED,KZ,KZ,500220261,500220261,TO BE UPDATED,TO BE UPDATED,01/01/1900,NOT MOVED,KZ220261,0,TO BE UPDATED,TO BE UPDATED,487,13,448,14,545,17,551,16,,569,18,,564,17,,571,17,36,,,,,63,63,126,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
500227402,227402,5,KZ,NGAYIPHI PRIMARY SCHOOL,NGAYIPHI,NGAYIPHI P,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,PRIMARY SCHOOL,ORDINARY SCHOOL,PRIMARY SUBJECTS,PUBLIC,PUBLIC,KWAZULU NATAL EDUCATION DEPARTMENT,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,30.92215,-29.3167,NEIMS 2007,99,DRD 2012,-29.3170972745,30.9217307405,,M,60,,0,0,0,0,133,KWA MAPUMULU,DC29,ILEMBE DISTRICT MUNICIPALITY,KZN293,NDWEDWE LOCAL MUNICIPALITY,52903004,4,54512007,EZINKATSHINI,ETHEKWINI,ILEMBE,INSUZE,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,N. C,MHLOPHE,,MLAMULA,TRIBAL AUTHORITY,MLAMULATRIBALAUTHORITY,,OZWATHINI,TONGAAT,3242,"MLAMULA TRIBAL AUTHORITY,OZWATHINI,TONGAAT,3242",P.O.BOX 90126 OZWATHINI,OZWATHINI,3242,"PRIVATE BAG X90126,OZWATHINI,3242",,,RURAL,NO,NONE,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,,,,NOT MOVED,TO BE UPDATED,KZ,KZ,500227402,500227402,TO BE UPDATED,TO BE UPDATED,01/01/1900,NOT MOVED,KZ227402,0,TO BE UPDATED,TO BE UPDATED,476,13,501,14,459,13,471,13,,442,12,,430,14,,438,15,47,,,,,28,18,46,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
500228105,228105,5,KZ,NGILANYONI PRIMARY SCHOOL,NGILANYONI,NGILANYONI P,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,PRIMARY SCHOOL,ORDINARY SCHOOL,PRIMARY SUBJECTS,PUBLIC,PUBLIC,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,30.54965,-30.081483,NEIMS 2007,99,DRD 2012,-30.0819715605,30.5495599796,,M,55,,0,0,0,0,35,VULAMEHLO,DC22,UMGUNGUNDLOVU DISTRICT MUNICIPALITY,KZN226,MKHAMBATHINI LOCAL MUNICIPALITY,52206007,7,51202013,UKHALO,UMGUNGUNDLOVU,UMGUNGUNDLOVU,MID ILLOVO,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,DM,SHANDU,1143,D NGILANYONI,AREA,DNGILANYONIAREA,,MIDILLOVO,PIETERMARITZBURG,3750,"1143 D NGILANYONI AREA,MIDILLOVO,PIETERMARITZBURG,3750",P.O.BOX 18,MIDILLOVO,3750,"P.O.BOX 18,MIDILLOVO,3750",0728947270,0728947270,RURAL,NO,NONE,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,,,,NOT MOVED,TO BE UPDATED,KZ,KZ,500228105,500228105,TO BE UPDATED,TO BE UPDATED,01/01/1900,NOT MOVED,KZ228105,0,TO BE UPDATED,TO BE UPDATED,226,6,223,9,232,7,187,7,,151,9,,127,6,,137,5,36,,,,,103,133,236,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
500230325,230325,5,KZ,NHLOLINI PRIMARY SCHOOL,NHLOLINI,NHLOLINI P,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,PRIMARY SCHOOL,ORDINARY SCHOOL,PRIMARY SUBJECTS,PUBLIC,PUBLIC,KWAZULU NATAL EDUCATION DEPARTMENT,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,31.187833,-29.04065,NEIMS 2007,99,DRD 2012,-29.0410839214,31.1873769074,,M,66,,0,0,0,0,131,INKANYEZI,DC28,UTHUNGULU DISTRICT MUNICIPALITY,KZN284,UMLALAZI LOCAL MUNICIPALITY,52804005,5,54021002,DAKENI,ZULULAND,UTHUNGULU,VULINGQONDO,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,K. M,NYANDENI,,MPOFANA,RESERVE,MPOFANARESERVE,,,ESHOWE,4491,"MPOFANA RESERVE,ESHOWE,",P.O.BOX 4767,SUNDUMBILI,4491,"P.O.BOX 4767,SUNDUMBILI,4491",,0738420722,RURAL,YES,AD,1,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,YES,,,,NOT MOVED,TO BE UPDATED,KZ,KZ,500230325,500230325,TO BE UPDATED,TO BE UPDATED,01/01/1900,NOT MOVED,KZ230325,0,TO BE UPDATED,TO BE UPDATED,197,5,166,4,156,7,182,6,,247,6,,260,5,,192,8,25,,,,,97,72,169,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
500236134,236134,5,KZ,NORTHBURY PARK S,NORTHBURY,NORTHBURY PARK S,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SECONDARY SCHOOL,ORDINARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,HOUSE OF DELEGATES(HOD),TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,5311226,NORTHBURY PARK SECONDARY SCHOO,30.40928,-29.54847,NEIMS 2007,99,NEIMS 2007,-29.54847,30.40928,,O,0,,0,0,0,0,226,PIETERMARITZBURG,DC22,UMGUNGUNDLOVU DISTRICT MUNICIPALITY,KZN225,THE MSUNDUZI LOCAL MUNICIPALITY,52205030,30,51109005,BOMBAY HEIGHTS,UMGUNGUNDLOVU,UMGUNGUNDLOVU,SWAYIMANE,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,K .C,MAHARAJ,18,PASTORAL,ROAD,PASTORALROAD,,NORTHDALE,PIETERMARITZBURG,3207,"18 PASTORAL ROAD,NORTHDALE,PIETERMARITZBURG,3207",P.O.BOX 387,LUXMI,3207,"P.O.BOX 387,LUXMI,3207",0333914451,0827436787,URBAN,YES,ABCD,5,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,NO,,1,0,NOT MOVED,TO BE UPDATED,KZ,KZ,500236134,500236134,TO BE UPDATED,TO BE UPDATED,01/01/1900,NOT MOVED,KZ236134,0,TO BE UPDATED,TO BE UPDATED,1223,45,1315,36,1203,45,1121,45,,1171,44,,1125,45,,1124,44,,,,,,111,43,154,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
