NatEmis,EmisNo,ProvinceCD,Province,Institution,Name,DoE_Status,Sector,Type_DoE,Phase_DoE,Specialisation,OwnerLand,OwnerBuild,ExamNo,New_ExamsNo,ExamCentre,GIS_Long,GIS_Lat,GISSource,MagDist_Code,Magisterial_District,DMunCode,DMunName,LMunCode,LMunName,Ward_ID,Ward,SP_Code,SP_Name,EIRegion,EIDistrict,EICircuit,AddrInit,Addressee,Street_No,Street,StreetType,StreetName,Township_Village,Suburb,Town_City,Postal_Code,StreetAddress,Box_P_Bag,Post_Office,Box_Bag_Postal_Code,PostalAddress,Telephone,Urban_Rural,Section21,Section21_Function,Quintile,NAS,NodalArea,NAT,Registration_Date,NoFeeSchool,Dinaledi_Schools,Quids_Up_School,NEIMSEMISN,DEM_CHKS,GIS_ERROR,Snap_Learners_2007,Educator_Numbers_2007,Snap_Learners_2008,Educator_Numbers_2008,Snap_Learners_2009,Educator_Numbers_2009,Snap_Learners_2010,Educator_Numbers_2010,BOARDING SCHOOL,FEMALE BOARDERS,MALE BOARDERS,TOTAL BOARDERS
300072038,72038,3,NC,GUARDIAN ANGELS PRE-PRIMARY SCHOOL,GUARDIAN ANGELS,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,TO BE UPDATED,TO BE UPDATED,99,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC7,PIXLEY KA SEME DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,PIXLEY KA SEME,NOTAPPLICABLE,THE,TO BE UPDATED,,,,,,,,,,P.O.BOX 77,PRIESKA,8940,"P.O.BOX 77,PRIESKA,8940",0533532348,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,113,1,,103,117,1,,,FALSE,,,
800031724,800031724,8,MP,GUGULETHU PRE PRIMARY SCHOOL,GUGULETHU,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC32,EHLANZENI DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,EHLANZENI,NOT APPLICABLE,INSIKAZI,THE,MANAGER,,,,,,,,,,P.O.BOX 721,IMBUZINI,1343,"P.O.BOX 721,IMBUZINI,1343",TO BE UPDATED,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,20-Aug-02,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,,,,,,,,,FALSE,,,
700320564,320564,7,GT,GUGULETHU PRE-PRIMARY,GUGULETHU,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,INDEPENDENT,INDEPENDENT,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,89,KOSTER,DC37,BOJANALA DISTRICT MUNICIPALITY,NW373,RUSTENBURG LOCAL MUNICIPALITY,TO BE UPDATED,0,60319023,RUSTENBURG NU,NOT APPLICABLE,TO BE UPDATED,NOTAPPLICABLE,THE,MANAGER,19703,,,19703  ,,,,,"19703  ,,",P.O.BOX 59,SEBOKENG,1982,"P.O.BOX 59,SEBOKENG,1982",0165924073,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,,,,,,,,,FALSE,,,
200801390,801390,2,EC,GUGULETHU PRESCHOOL,GUGULETHU,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC15,OLIVER TAMBO DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,TO BE UPDATED,ELUTHULINI,THE,MANAGER,,,,,,,,,,PRIVATE BAG X283,"KHANYAYO MISSION,BIZANA",4800,"PRIVATE BAG X283,KHANYAYO MISSION,BIZANA,4800",TO BE UPDATED,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01-Mar-07,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,17,,,25,24,1,28,1,FALSE,,,
200201071,201071,2,EC,GUMMI BEARS EDU-CARE CENTRE,GUMMI BEARS,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,27.91477,-33.02019,GEOCODED,47,OOS-LONDEN/EAST LONDON,DC12,AMATOLE DISTRICT MUNICIPALITY,EC125,BUFFALO CITY LOCAL MUNICIPALITY,21205005,5,TO BE UPDA,QUIGNEY BEACH,NOT APPLICABLE,EAST LONDON,CIRCUIT7,THE,MANAGER,8,QUIGNEY,,8 QUIGNEY ,,EASTLONDON,EAST LONDON,5200,"8 QUIGNEY ,EASTLONDON,EAST LONDON,5200",POST OFFICE 5200,QUIGNEY,5200,"POST OFFICE 5200,QUIGNEY,5200",0437224526,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,26-Jun-07,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,,,,,,,,,FALSE,,,
445203275,45203275,4,FS,GUMMY BEALS,GUMMY BEALS,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,26.23392,-29.07284,GEOCODED,TO BE UPDA,TO BE UPDATED,DC17,MOTHEO DISTRICT MUNICIPALITY,TO BE UPDATED,MANGAUNG LOCAL MUNICIPALITY,41702044,44,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,MOTHEO,TO BE UPDATED,S,PAYNE,9301,,,9301  ,,,,9301,"9301  ,,9301",POST OFFICE 9301,BLOEMFONTEIN,9301,"POST OFFICE 9301,BLOEMFONTEIN,9301",TO BE UPDATED,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,,,,,,,25,2,FALSE,,,
930321646,930321646,9,LP,GUNDO PRE-PRIMARY,GUNDO,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC34,VHEMBE DISTRICT MUNICIPALITY,LIM344,MAKHADO LOCAL MUNICIPALITY,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,TO BE UPDATED,VHURONGA2,THE,MANAGER,,,,,,,,,,P.O.BOX 2,MASHAU,0943,"P.O.BOX 2,MASHAU,0943",TO BE UPDATED,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,79,,,,70,,84,,FALSE,,,
105007629,0105007629,1,WC,GUNYA CRECHE.,GUNYA,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,NEBO,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,METROPOLE SOUTH,CIRCUIT3,P,KLASS,,FIRST,AVENUE, FIRST AVENUE,,NEW CROSSROADS,NYANGA,7708," FIRST AVENUE,NEW CROSSROADS,NYANGA,7708",P.O.BOX 53335,KENILWORTH,7708,"P.O.BOX 53335,KENILWORTH,7708",0213860851,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,,,,,,,,,FALSE,,,
700160499,160499,7,GT,GUYS AND DOLLS CRÈCHE CUM NURSERY SCHOOL,GUYS AND DOLLS,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,INDEPENDENT,INDEPENDENT,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,202,BAFOKENG,DC37,BOJANALA DISTRICT MUNICIPALITY,NW373,RUSTENBURG LOCAL MUNICIPALITY,TO BE UPDATED,0,60301000,NONE,NOT APPLICABLE,TO BE UPDATED,NOTAPPLICABLE,THE,VANRYNEVELDT,,KINGFISHER,, KINGFISHER ,,,ELSBURG,1470," KINGFISHER ,,ELSBURG,1470",P.O.BOX 17507,SUNWARDPARK,1470,"P.O.BOX 17507,SUNWARDPARK,1470",0118932016,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,,,,,,,,,FALSE,,,
200801500,801500,2,EC,GWABA DCC,GWABA,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC12,AMATOLE DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,EAST LONDON,TO BE UPDATED,THE,MANAGER,,,,,,,,,,POST OFFICE 5201,"KWELERHA,EAST LONDON",5201,"POST OFFICE 5201,KWELERHA,EAST LONDON,5201",0437370533,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01-Mar-07,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,63,,,,,,,,FALSE,,,
600102514,102514,6,NW,GWATHE,GWATHE,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,27.53244,-25.52517,NEIMS 2007,203,ODI II,DC37,BOJANALA DISTRICT MUNICIPALITY,NW373,RUSTENBURG LOCAL MUNICIPALITY,63703030,30,60302005,MODIKWE,BOJANALA,BRITS,BRITS,W,LESO,0408,OUSTAD MODIKWE,,0408 OUSTAD MODIKWE ,,MODIKWE,BRITS,0270,"0408 OUSTAD MODIKWE ,MODIKWE,BRITS,0270",P.O.BOX 701,BETHANIE,0270,"P.O.BOX 701,BETHANIE,0270",0122600850,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,NW102514,0,TO BE UPDATED,59,4,,,23,4,,,FALSE,,,
200801629,801629,2,EC,GWILIGWILI DAY CARE CENTRE,GWILIGWILI,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC12,AMATOLE DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,KING WILLIAMS TOWN,TO BE UPDATED,THE,MANAGER,,,,,,,,,,P.O.BOX 598,KEISKAMMAHOEK,5670,"P.O.BOX 598,KEISKAMMAHOEK,5670",0406588437,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01-Mar-07,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,56,,,,54,2,,,FALSE,,,
126334812,0126334812,1,WC,H.M. BEETS PREPRIM,H.M. BEETS,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,INDEPENDENT,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,183,CERES,DC3,OVERBERG DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,OVERBERG,CIRCUIT1,ME.V. A.M,LOUW,31,LYLE,STREET,31 LYLE STREET,,,CERES,6835,"31 LYLE STREET,CERES,6835",P.O.BOX 684,CERES,6835,"P.O.BOX 684,CERES,6835",0233161614,RURAL,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,131,,,135,145,4,136,4,FALSE,,,
445503308,45503308,4,FS,HA RONA CENTRE,HA RONA,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,26.82449,-27.96365,FSED 2007,314,WELKOM,DC18,LEJWELEPUTSWA DISTRICT MUNICIPALITY,FS184,MATJHABENG LOCAL MUNICIPALITY,41804016,16,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,LEJWELEPUTSWA,TO BE UPDATED,THE,MANAGER,20758,KANANA,SECTION,20758 KANANA SECTION,,THABONG EXT 11,WELKOM,9460,"20758 KANANA SECTION,,THABONG EXT 11,WELKOM,9460",P.O.BOX 3948,WELKOM,9460,"P.O.BOX 3948,WELKOM,9460",0573830723,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,FS45503308,0,TO BE UPDATED,70,4,,55,,,69,1,FALSE,,,
125008297,0125008297,1,WC,HAARLEM SPEELGROEP,HAARLEM,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,TO BE UPDATED,TO BE UPDATED,99,,N/A,,,TO BE UPDATED,25,UNIONDALE,DC4,EDEN DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,EDEN AND CENTRAL KAROO,CIRCUIT6,ME,ANTONIE,,ORANJE,STREET, ORANJE STREET,,HAARLEM,UNIONDALE,6467," ORANJE STREET,HAARLEM,UNIONDALE,6467",POST OFFICE 6467,HAARLEM,6467,"POST OFFICE 6467,HAARLEM,6467",0447637221,RURAL,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,,,,,56,3,87,1,FALSE,,,
500304103,304103,5,KZ,HAAS DAS PP,HAAS DAS,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC23,UTHUKELA DISTRICT MUNICIPALITY,KZN232,EMNAMBITHI/LADYSMITH LOCAL MUNICIPALITY,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,UKHAHLAMBA,OTHUKELA,MNAMBITHI WEST,THE,MANAGER,78,FRANCIS,ROAD,78 FRANCIS ROAD,,,,,"78 FRANCIS ROAD,,",P.O.BOX 1288,LADYSMITH,3370,"P.O.BOX 1288,LADYSMITH,3370",0366373901,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,145,2,146,6,,,155,5,FALSE,,,
440808803,40808803,4,FS,HAAS DAS PP/S,HAAS DAS,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,26.64552,-27.75517,FSED 2007,315,ODENDAALSRUS,DC18,LEJWELEPUTSWA DISTRICT MUNICIPALITY,FS184,MATJHABENG LOCAL MUNICIPALITY,41804036,36,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,LEJWELEPUTSWA,TO BE UPDATED,C,LOMBAARD,,CHALUMNA,STREET, CHALUMNA STREET,,,ALLANRIDGE,," CHALUMNA STREET,ALLANRIDGE,",P.O.BOX 33,ALLANRIDGE,9490,"P.O.BOX 33,ALLANRIDGE,9490",0574512521,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,FS40808803,0,TO BE UPDATED,64,3,,58,,,69,2,FALSE,,,
443303807,43303807,4,FS,HAAS DAS PP/S,HAAS DAS,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC16,XHARIEP DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,XHARIEP,40,THE,MANAGER,,,,,,,,,,P.O.BOX 29,REDDERSBURG,9904,"P.O.BOX 29,REDDERSBURG,9904",0515530240,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,,,,,,,,,FALSE,,,
200801036,801036,2,EC,HAAS DAS PRE-PRIMARY SCHOOL,HAAS DAS,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,25.55829,-33.89376,NEIMS 2007,51,PORT ELIZABETH,NMA,NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,NMA,NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,29500031,31,27516002,ALGOA PARK,NOT APPLICABLE,PORT ELIZABETH,CIRCUIT3,C .J,VAN DERVYVER,4,KAMDEBO,STREET,4 KAMDEBO STREET,,ALGOA PARK,PORT ELIZABETH,6001,"4 KAMDEBO STREET,,ALGOA PARK,PORT ELIZABETH,6001",POST OFFICE 6001,"ALGOA PARK,PORT ELIZABETH",6001,"POST OFFICE 6001,ALGOA PARK,PORT ELIZABETH,6001",0414524089,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01-Jan-71,0,FALSE,FALSE,EC801036,0,TO BE UPDATED,154,2,,,116,2,118,2,FALSE,,,
445203294,45203294,4,FS,HAASBEK PREPRIMARY SCHOOL,HAASBEK,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC17,MOTHEO DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,MOTHEO,40,THE,MANAGER,,,,,,,,9301,9301,POST OFFICE 9301,BLOEMFONTEIN,9301,"POST OFFICE 9301,BLOEMFONTEIN,9301",TO BE UPDATED,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,,,,,,,,,FALSE,,,
300073040,73040,3,NC,HAASBEKKIE KLEUTERSKOOL,HAASBEKKIE,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,TO BE UPDATED,TO BE UPDATED,99,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC6,NAMAKWA DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,NAMAKWA,NOTAPPLICABLE,THE,TO BE UPDATED,223,LINKS,STREET,223 LINKS STREET,,,,,"223 LINKS STREET,,",POST OFFICE 8283,LEKKERSING,8283,"POST OFFICE 8283,LEKKERSING,8283",0278517344,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,,,,10,,,,,FALSE,,,
126003379,0126003379,1,WC,HAASBEKKIES PREPRIM.,HAASBEKKIES,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,183,CERES,DC3,OVERBERG DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,OVERBERG,CIRCUIT1,P,PIETERSE,,OP DIE BERG,FARM, OP DIE BERG FARM,,,KOUE BOKKEVELD,6836," OP DIE BERG FARM,KOUE BOKKEVELD,6836",P.O.BOX 56,KOUE BOKKEVELD,6836,"P.O.BOX 56,KOUE BOKKEVELD,6836",0233170915,RURAL,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,,,,41,,,,,FALSE,,,
300074010,74010,3,NC,HAASDAS KLEUTERLAND,HAASDAS,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,TO BE UPDATED,TO BE UPDATED,99,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC8,SIYANDA DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,SIYANDA,NOTAPPLICABLE,THE,TO BE UPDATED,99,TINGSINGEL,,99 TINGSINGEL ,,,,,"99 TINGSINGEL ,,",P.O.BOX 173,AUGRABIES,8874,"P.O.BOX 173,AUGRABIES,8874",TO BE UPDATED,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,42,,,,,,,,FALSE,,,
103301042,0103301042,1,WC,HADAR PRE-PRIM.,HADAR,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,INDEPENDENT,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,66,CAPE,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,METROPOLE CENTRAL,CIRCUIT6,J,HORWITZ,5A,GORGE,ROAD,5A GORGE ROAD,,VREDEHOEK,CAPE TOWN,8001,"5A GORGE ROAD,VREDEHOEK,CAPE TOWN,8001",POST OFFICE 8001,"VREDEHOEK,CAPE TOWN",8001,"POST OFFICE 8001,VREDEHOEK,CAPE TOWN,8001",0214654600,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,,,54,4,,,153,7,FALSE,,,
700141424,141424,7,GT,HAMILTON MEMORIAL PRE-PRIMARY SCHOOL,HAMILTON MEMORIAL,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,INDEPENDENT,INDEPENDENT,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,201,RUSTENBURG,DC37,BOJANALA DISTRICT MUNICIPALITY,NW373,RUSTENBURG LOCAL MUNICIPALITY,TO BE UPDATED,0,60319023,RUSTENBURG NU,NOT APPLICABLE,TO BE UPDATED,NOTAPPLICABLE,THE,MANAGER,,,,,RUSTENBURG RURAL,RUSTENBURG RURAL,RUSTENBURG,2112,"RUSTENBURG RURAL,RUSTENBURG RURAL,RUSTENBURG,2112",P.O.BOX 88055,NEWCLARE,2112,"P.O.BOX 88055,NEWCLARE,2112",0114115745,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,,,,,,,,,FALSE,,,
